Time_Period,Budget/Revenue,Value,Optimisation Type,Channel,Scenario
29/01/2023,Budget,0,Blended,Programmatic Video,Actual Budget - Optimised
29/01/2023,Budget,0,Blended,BVOD,Actual Budget - Optimised
29/01/2023,Budget,0,Blended,Social Pinterest,Actual Budget - Optimised
05/02/2023,Budget,55418.56927,Blended,TV,Actual Budget - Optimised
05/02/2023,Budget,0,Blended,Social Pinterest ,Actual Budget - Optimised
05/02/2023,Budget,0,Blended,Shopmium,Actual Budget - Optimised
05/02/2023,Budget,0.047074823,Blended,Programmatic Video,Actual Budget - Optimised
05/02/2023,Budget,18968.38132,Blended,BVOD,Actual Budget - Optimised
05/02/2023,Budget,0,Blended,Social Pinterest,Actual Budget - Optimised
12/02/2023,Budget,55418.56927,Blended,TV,Actual Budget - Optimised
12/02/2023,Budget,0,Blended,Social Pinterest ,Actual Budget - Optimised
12/02/2023,Budget,1511.639832,Blended,Shopmium,Actual Budget - Optimised
12/02/2023,Budget,0.050096956,Blended,Programmatic Video,Actual Budget - Optimised
12/02/2023,Budget,20852.5244,Blended,BVOD,Actual Budget - Optimised
12/02/2023,Budget,0,Blended,Social Pinterest,Actual Budget - Optimised
19/02/2023,Budget,55418.56927,Blended,TV,Actual Budget - Optimised
19/02/2023,Budget,0,Blended,Social Pinterest ,Actual Budget - Optimised
19/02/2023,Budget,1511.639832,Blended,Shopmium,Actual Budget - Optimised
19/02/2023,Budget,0.050096956,Blended,Programmatic Video,Actual Budget - Optimised
19/02/2023,Budget,20852.5244,Blended,BVOD,Actual Budget - Optimised
19/02/2023,Budget,0,Blended,Social Pinterest,Actual Budget - Optimised
26/02/2023,Budget,55418.56927,Blended,TV,Actual Budget - Optimised
26/02/2023,Budget,0,Blended,Social Pinterest ,Actual Budget - Optimised
26/02/2023,Budget,1511.639832,Blended,Shopmium,Actual Budget - Optimised
26/02/2023,Budget,0.050096956,Blended,Programmatic Video,Actual Budget - Optimised
26/02/2023,Budget,20852.5244,Blended,BVOD,Actual Budget - Optimised
26/02/2023,Budget,0,Blended,Social Pinterest,Actual Budget - Optimised
05/03/2023,Budget,55418.56927,Blended,TV,Actual Budget - Optimised
05/03/2023,Budget,0,Blended,Social Pinterest ,Actual Budget - Optimised
05/03/2023,Budget,1511.639832,Blended,Shopmium,Actual Budget - Optimised
05/03/2023,Budget,0.050096956,Blended,Programmatic Video,Actual Budget - Optimised
05/03/2023,Budget,20852.5244,Blended,BVOD,Actual Budget - Optimised
05/03/2023,Budget,0,Blended,Social Pinterest,Actual Budget - Optimised
12/03/2023,Budget,55418.56927,Blended,TV,Actual Budget - Optimised
12/03/2023,Budget,10238.86135,Blended,Social Pinterest ,Actual Budget - Optimised
12/03/2023,Budget,1511.639832,Blended,Shopmium,Actual Budget - Optimised
12/03/2023,Budget,0.050096956,Blended,Programmatic Video,Actual Budget - Optimised
12/03/2023,Budget,20852.5244,Blended,BVOD,Actual Budget - Optimised
12/03/2023,Budget,0,Blended,Social Pinterest,Actual Budget - Optimised
19/03/2023,Budget,55418.56927,Blended,TV,Actual Budget - Optimised
19/03/2023,Budget,10238.86135,Blended,Social Pinterest ,Actual Budget - Optimised
19/03/2023,Budget,1511.639832,Blended,Shopmium,Actual Budget - Optimised
19/03/2023,Budget,0.053119088,Blended,Programmatic Video,Actual Budget - Optimised
19/03/2023,Budget,0,Blended,BVOD,Actual Budget - Optimised
19/03/2023,Budget,0,Blended,Social Pinterest,Actual Budget - Optimised
26/03/2023,Budget,55418.56927,Blended,TV,Actual Budget - Optimised
26/03/2023,Budget,10238.86135,Blended,Social Pinterest ,Actual Budget - Optimised
26/03/2023,Budget,1511.639832,Blended,Shopmium,Actual Budget - Optimised
26/03/2023,Budget,0.053119088,Blended,Programmatic Video,Actual Budget - Optimised
26/03/2023,Budget,0,Blended,BVOD,Actual Budget - Optimised
26/03/2023,Budget,0,Blended,Social Pinterest,Actual Budget - Optimised
02/04/2023,Budget,55418.56927,Blended,TV,Actual Budget - Optimised
02/04/2023,Budget,10238.86135,Blended,Social Pinterest ,Actual Budget - Optimised
02/04/2023,Budget,1511.639832,Blended,Shopmium,Actual Budget - Optimised
02/04/2023,Budget,0.053119088,Blended,Programmatic Video,Actual Budget - Optimised
02/04/2023,Budget,0,Blended,BVOD,Actual Budget - Optimised
02/04/2023,Budget,9357.023665,Blended,Social Pinterest,Actual Budget - Optimised
09/04/2023,Budget,0,Blended,TV,Actual Budget - Optimised
09/04/2023,Budget,0,Blended,Social Pinterest ,Actual Budget - Optimised
09/04/2023,Budget,1513.066948,Blended,Shopmium,Actual Budget - Optimised
09/04/2023,Budget,0,Blended,Programmatic Video,Actual Budget - Optimised
09/04/2023,Budget,0,Blended,BVOD,Actual Budget - Optimised
09/04/2023,Budget,9357.023665,Blended,Social Pinterest,Actual Budget - Optimised
16/04/2023,Budget,0,Blended,TV,Actual Budget - Optimised
16/04/2023,Budget,0,Blended,Social Pinterest ,Actual Budget - Optimised
16/04/2023,Budget,1514.494063,Blended,Shopmium,Actual Budget - Optimised
16/04/2023,Budget,0,Blended,Programmatic Video,Actual Budget - Optimised
16/04/2023,Budget,0,Blended,BVOD,Actual Budget - Optimised
16/04/2023,Budget,9357.023665,Blended,Social Pinterest,Actual Budget - Optimised
23/04/2023,Budget,0,Blended,TV,Actual Budget - Optimised
23/04/2023,Budget,0,Blended,Social Pinterest ,Actual Budget - Optimised
23/04/2023,Budget,1514.494063,Blended,Shopmium,Actual Budget - Optimised
23/04/2023,Budget,0,Blended,Programmatic Video,Actual Budget - Optimised
23/04/2023,Budget,0,Blended,BVOD,Actual Budget - Optimised
23/04/2023,Budget,9357.023665,Blended,Social Pinterest,Actual Budget - Optimised
30/04/2023,Budget,0,Blended,TV,Actual Budget - Optimised
30/04/2023,Budget,0,Blended,Social Pinterest ,Actual Budget - Optimised
30/04/2023,Budget,1514.494063,Blended,Shopmium,Actual Budget - Optimised
30/04/2023,Budget,0,Blended,Programmatic Video,Actual Budget - Optimised
30/04/2023,Budget,0,Blended,BVOD,Actual Budget - Optimised
30/04/2023,Budget,9357.023665,Blended,Social Pinterest,Actual Budget - Optimised
07/05/2023,Budget,0,Blended,TV,Actual Budget - Optimised
07/05/2023,Budget,0,Blended,Social Pinterest ,Actual Budget - Optimised
07/05/2023,Budget,1514.494063,Blended,Shopmium,Actual Budget - Optimised
07/05/2023,Budget,0,Blended,Programmatic Video,Actual Budget - Optimised
07/05/2023,Budget,0,Blended,BVOD,Actual Budget - Optimised
07/05/2023,Budget,9357.023665,Blended,Social Pinterest,Actual Budget - Optimised
14/05/2023,Budget,0,Blended,TV,Actual Budget - Optimised
14/05/2023,Budget,0,Blended,Social Pinterest ,Actual Budget - Optimised
14/05/2023,Budget,1514.494063,Blended,Shopmium,Actual Budget - Optimised
14/05/2023,Budget,0,Blended,Programmatic Video,Actual Budget - Optimised
14/05/2023,Budget,0,Blended,BVOD,Actual Budget - Optimised
14/05/2023,Budget,9357.023665,Blended,Social Pinterest,Actual Budget - Optimised
21/05/2023,Budget,0,Blended,TV,Actual Budget - Optimised
21/05/2023,Budget,0,Blended,Social Pinterest ,Actual Budget - Optimised
21/05/2023,Budget,1514.494063,Blended,Shopmium,Actual Budget - Optimised
21/05/2023,Budget,0,Blended,Programmatic Video,Actual Budget - Optimised
21/05/2023,Budget,0,Blended,BVOD,Actual Budget - Optimised
21/05/2023,Budget,9357.023665,Blended,Social Pinterest,Actual Budget - Optimised
28/05/2023,Budget,0,Blended,TV,Actual Budget - Optimised
28/05/2023,Budget,0,Blended,Social Pinterest ,Actual Budget - Optimised
28/05/2023,Budget,1514.494063,Blended,Shopmium,Actual Budget - Optimised
28/05/2023,Budget,0,Blended,Programmatic Video,Actual Budget - Optimised
28/05/2023,Budget,0,Blended,BVOD,Actual Budget - Optimised
28/05/2023,Budget,9357.023665,Blended,Social Pinterest,Actual Budget - Optimised
04/06/2023,Budget,0,Blended,TV,Actual Budget - Optimised
04/06/2023,Budget,0,Blended,Social Pinterest ,Actual Budget - Optimised
04/06/2023,Budget,1514.494063,Blended,Shopmium,Actual Budget - Optimised
04/06/2023,Budget,0,Blended,Programmatic Video,Actual Budget - Optimised
04/06/2023,Budget,13680.22662,Blended,BVOD,Actual Budget - Optimised
04/06/2023,Budget,9357.023665,Blended,Social Pinterest,Actual Budget - Optimised
11/06/2023,Budget,0,Blended,TV,Actual Budget - Optimised
11/06/2023,Budget,0,Blended,Social Pinterest ,Actual Budget - Optimised
11/06/2023,Budget,1514.494063,Blended,Shopmium,Actual Budget - Optimised
11/06/2023,Budget,0,Blended,Programmatic Video,Actual Budget - Optimised
11/06/2023,Budget,13680.22662,Blended,BVOD,Actual Budget - Optimised
11/06/2023,Budget,9357.023665,Blended,Social Pinterest,Actual Budget - Optimised
18/06/2023,Budget,0,Blended,TV,Actual Budget - Optimised
18/06/2023,Budget,0,Blended,Social Pinterest ,Actual Budget - Optimised
18/06/2023,Budget,1514.494063,Blended,Shopmium,Actual Budget - Optimised
18/06/2023,Budget,0.181027709,Blended,Programmatic Video,Actual Budget - Optimised
18/06/2023,Budget,13680.22662,Blended,BVOD,Actual Budget - Optimised
18/06/2023,Budget,9357.023665,Blended,Social Pinterest,Actual Budget - Optimised
25/06/2023,Budget,0,Blended,TV,Actual Budget - Optimised
25/06/2023,Budget,0,Blended,Social Pinterest ,Actual Budget - Optimised
25/06/2023,Budget,1514.494063,Blended,Shopmium,Actual Budget - Optimised
25/06/2023,Budget,0.181027709,Blended,Programmatic Video,Actual Budget - Optimised
25/06/2023,Budget,13680.22662,Blended,BVOD,Actual Budget - Optimised
25/06/2023,Budget,9357.023665,Blended,Social Pinterest,Actual Budget - Optimised
02/07/2023,Budget,0,Blended,TV,Actual Budget - Optimised
02/07/2023,Budget,0,Blended,Social Pinterest ,Actual Budget - Optimised
02/07/2023,Budget,0,Blended,Shopmium,Actual Budget - Optimised
02/07/2023,Budget,0.181027709,Blended,Programmatic Video,Actual Budget - Optimised
02/07/2023,Budget,13680.22662,Blended,BVOD,Actual Budget - Optimised
02/07/2023,Budget,9357.023665,Blended,Social Pinterest,Actual Budget - Optimised
09/07/2023,Budget,0,Blended,TV,Actual Budget - Optimised
09/07/2023,Budget,0,Blended,Social Pinterest ,Actual Budget - Optimised
09/07/2023,Budget,0,Blended,Shopmium,Actual Budget - Optimised
09/07/2023,Budget,0,Blended,Programmatic Video,Actual Budget - Optimised
09/07/2023,Budget,0,Blended,BVOD,Actual Budget - Optimised
09/07/2023,Budget,0,Blended,Social Pinterest,Actual Budget - Optimised
22/01/2023,ST Revenue,68464.64333,Blended,TV,Actual Budget - Optimised
22/01/2023,ST Revenue,0,Blended,Social Pinterest ,Actual Budget - Optimised
22/01/2023,ST Revenue,0,Blended,Shopmium,Actual Budget - Optimised
22/01/2023,ST Revenue,0,Blended,Programmatic Video,Actual Budget - Optimised
22/01/2023,ST Revenue,0,Blended,BVOD,Actual Budget - Optimised
22/01/2023,ST Revenue,0,Blended,Social Pinterest,Actual Budget - Optimised
29/01/2023,ST Revenue,89106.3764,Blended,TV,Actual Budget - Optimised
29/01/2023,ST Revenue,0,Blended,Social Pinterest ,Actual Budget - Optimised
29/01/2023,ST Revenue,0,Blended,Shopmium,Actual Budget - Optimised
29/01/2023,ST Revenue,0,Blended,Programmatic Video,Actual Budget - Optimised
29/01/2023,ST Revenue,0,Blended,BVOD,Actual Budget - Optimised
29/01/2023,ST Revenue,0,Blended,Social Pinterest,Actual Budget - Optimised
05/02/2023,ST Revenue,96057.71277,Blended,TV,Actual Budget - Optimised
05/02/2023,ST Revenue,0,Blended,Social Pinterest ,Actual Budget - Optimised
05/02/2023,ST Revenue,0,Blended,Shopmium,Actual Budget - Optimised
05/02/2023,ST Revenue,0.002398727,Blended,Programmatic Video,Actual Budget - Optimised
05/02/2023,ST Revenue,248768.4966,Blended,BVOD,Actual Budget - Optimised
05/02/2023,ST Revenue,0,Blended,Social Pinterest,Actual Budget - Optimised
12/02/2023,ST Revenue,98492.09128,Blended,TV,Actual Budget - Optimised
12/02/2023,ST Revenue,0,Blended,Social Pinterest ,Actual Budget - Optimised
12/02/2023,ST Revenue,34023.34993,Blended,Shopmium,Actual Budget - Optimised
12/02/2023,ST Revenue,0.002792594,Blended,Programmatic Video,Actual Budget - Optimised
12/02/2023,ST Revenue,293128.5932,Blended,BVOD,Actual Budget - Optimised
12/02/2023,ST Revenue,0,Blended,Social Pinterest,Actual Budget - Optimised
19/02/2023,ST Revenue,99356.59335,Blended,TV,Actual Budget - Optimised
19/02/2023,ST Revenue,0,Blended,Social Pinterest ,Actual Budget - Optimised
19/02/2023,ST Revenue,43557.48879,Blended,Shopmium,Actual Budget - Optimised
19/02/2023,ST Revenue,0.002831981,Blended,Programmatic Video,Actual Budget - Optimised
19/02/2023,ST Revenue,304010.6282,Blended,BVOD,Actual Budget - Optimised
19/02/2023,ST Revenue,0,Blended,Social Pinterest,Actual Budget - Optimised
26/02/2023,ST Revenue,99665.13151,Blended,TV,Actual Budget - Optimised
26/02/2023,ST Revenue,0,Blended,Social Pinterest ,Actual Budget - Optimised
26/02/2023,ST Revenue,46372.33369,Blended,Shopmium,Actual Budget - Optimised
26/02/2023,ST Revenue,0.00283592,Blended,Programmatic Video,Actual Budget - Optimised
26/02/2023,ST Revenue,307495.0017,Blended,BVOD,Actual Budget - Optimised
26/02/2023,ST Revenue,0,Blended,Social Pinterest,Actual Budget - Optimised
05/03/2023,ST Revenue,99775.44436,Blended,TV,Actual Budget - Optimised
05/03/2023,ST Revenue,0,Blended,Social Pinterest ,Actual Budget - Optimised
05/03/2023,ST Revenue,47216.50592,Blended,Shopmium,Actual Budget - Optimised
05/03/2023,ST Revenue,0.002836314,Blended,Programmatic Video,Actual Budget - Optimised
05/03/2023,ST Revenue,308724.3071,Blended,BVOD,Actual Budget - Optimised
05/03/2023,ST Revenue,0,Blended,Social Pinterest,Actual Budget - Optimised
12/03/2023,ST Revenue,99814.91012,Blended,TV,Actual Budget - Optimised
12/03/2023,ST Revenue,131249.1422,Blended,Social Pinterest ,Actual Budget - Optimised
12/03/2023,ST Revenue,47470.8714,Blended,Shopmium,Actual Budget - Optimised
12/03/2023,ST Revenue,0.002836353,Blended,Programmatic Video,Actual Budget - Optimised
12/03/2023,ST Revenue,309173.8543,Blended,BVOD,Actual Budget - Optimised
12/03/2023,ST Revenue,0,Blended,Social Pinterest,Actual Budget - Optimised
19/03/2023,ST Revenue,99829.0327,Blended,TV,Actual Budget - Optimised
19/03/2023,ST Revenue,170504.969,Blended,Social Pinterest ,Actual Budget - Optimised
19/03/2023,ST Revenue,47547.62594,Blended,Shopmium,Actual Budget - Optimised
19/03/2023,ST Revenue,0.002990352,Blended,Programmatic Video,Actual Budget - Optimised
19/03/2023,ST Revenue,194760.7124,Blended,BVOD,Actual Budget - Optimised
19/03/2023,ST Revenue,0,Blended,Social Pinterest,Actual Budget - Optimised
26/03/2023,ST Revenue,99834.08679,Blended,TV,Actual Budget - Optimised
26/03/2023,ST Revenue,182271.0376,Blended,Social Pinterest ,Actual Budget - Optimised
26/03/2023,ST Revenue,47570.79651,Blended,Shopmium,Actual Budget - Optimised
26/03/2023,ST Revenue,0.003005751,Blended,Programmatic Video,Actual Budget - Optimised
26/03/2023,ST Revenue,91855.96263,Blended,BVOD,Actual Budget - Optimised
26/03/2023,ST Revenue,0,Blended,Social Pinterest,Actual Budget - Optimised
02/04/2023,ST Revenue,99835.89556,Blended,TV,Actual Budget - Optimised
02/04/2023,ST Revenue,185799.8977,Blended,Social Pinterest ,Actual Budget - Optimised
02/04/2023,ST Revenue,47577.79213,Blended,Shopmium,Actual Budget - Optimised
02/04/2023,ST Revenue,0.003007291,Blended,Programmatic Video,Actual Budget - Optimised
02/04/2023,ST Revenue,37646.57837,Blended,BVOD,Actual Budget - Optimised
02/04/2023,ST Revenue,58433.47582,Blended,Social Pinterest,Actual Budget - Optimised
09/04/2023,ST Revenue,40251.44884,Blended,TV,Actual Budget - Optimised
09/04/2023,ST Revenue,55868.62903,Blended,Social Pinterest ,Actual Budget - Optimised
09/04/2023,ST Revenue,47608.77185,Blended,Shopmium,Actual Budget - Optimised
09/04/2023,ST Revenue,0.000300729,Blended,Programmatic Video,Actual Budget - Optimised
09/04/2023,ST Revenue,14570.38547,Blended,BVOD,Actual Budget - Optimised
09/04/2023,ST Revenue,75915.13058,Blended,Social Pinterest,Actual Budget - Optimised
16/04/2023,ST Revenue,15052.01809,Blended,TV,Actual Budget - Optimised
16/04/2023,ST Revenue,16772.19125,Blended,Social Pinterest ,Actual Budget - Optimised
16/04/2023,ST Revenue,47646.98845,Blended,Shopmium,Actual Budget - Optimised
16/04/2023,ST Revenue,3.01E-05,Blended,Programmatic Video,Actual Budget - Optimised
16/04/2023,ST Revenue,5516.08104,Blended,BVOD,Actual Budget - Optimised
16/04/2023,ST Revenue,81155.28066,Blended,Social Pinterest,Actual Budget - Optimised
23/04/2023,ST Revenue,5473.138056,Blended,TV,Actual Budget - Optimised
23/04/2023,ST Revenue,5032.702231,Blended,Social Pinterest ,Actual Budget - Optimised
23/04/2023,ST Revenue,47658.52631,Blended,Shopmium,Actual Budget - Optimised
23/04/2023,ST Revenue,3.01E-06,Blended,Programmatic Video,Actual Budget - Optimised
23/04/2023,ST Revenue,2070.942896,Blended,BVOD,Actual Budget - Optimised
23/04/2023,ST Revenue,82726.93475,Blended,Social Pinterest,Actual Budget - Optimised
30/04/2023,ST Revenue,1969.9764,Blended,TV,Actual Budget - Optimised
30/04/2023,ST Revenue,1509.904723,Blended,Social Pinterest ,Actual Budget - Optimised
30/04/2023,ST Revenue,47662.00989,Blended,Shopmium,Actual Budget - Optimised
30/04/2023,ST Revenue,3.01E-07,Blended,Programmatic Video,Actual Budget - Optimised
30/04/2023,ST Revenue,775.0804317,Blended,BVOD,Actual Budget - Optimised
30/04/2023,ST Revenue,83198.3958,Blended,Social Pinterest,Actual Budget - Optimised
07/05/2023,ST Revenue,706.4753526,Blended,TV,Actual Budget - Optimised
07/05/2023,ST Revenue,452.9798823,Blended,Social Pinterest ,Actual Budget - Optimised
07/05/2023,ST Revenue,47663.0617,Blended,Shopmium,Actual Budget - Optimised
07/05/2023,ST Revenue,3.01E-08,Blended,Programmatic Video,Actual Budget - Optimised
07/05/2023,ST Revenue,289.7457036,Blended,BVOD,Actual Budget - Optimised
07/05/2023,ST Revenue,83339.83094,Blended,Social Pinterest,Actual Budget - Optimised
14/05/2023,ST Revenue,253.0250108,Blended,TV,Actual Budget - Optimised
14/05/2023,ST Revenue,135.8947266,Blended,Social Pinterest ,Actual Budget - Optimised
14/05/2023,ST Revenue,47663.37928,Blended,Shopmium,Actual Budget - Optimised
14/05/2023,ST Revenue,3.01E-09,Blended,Programmatic Video,Actual Budget - Optimised
14/05/2023,ST Revenue,108.2672732,Blended,BVOD,Actual Budget - Optimised
14/05/2023,ST Revenue,83382.2612,Blended,Social Pinterest,Actual Budget - Optimised
21/05/2023,ST Revenue,90.57866674,Blended,TV,Actual Budget - Optimised
21/05/2023,ST Revenue,40.76848654,Blended,Social Pinterest ,Actual Budget - Optimised
21/05/2023,ST Revenue,47663.47516,Blended,Shopmium,Actual Budget - Optimised
21/05/2023,ST Revenue,2.96E-10,Blended,Programmatic Video,Actual Budget - Optimised
21/05/2023,ST Revenue,40.44886924,Blended,BVOD,Actual Budget - Optimised
21/05/2023,ST Revenue,83394.99026,Blended,Social Pinterest,Actual Budget - Optimised
28/05/2023,ST Revenue,32.42017704,Blended,TV,Actual Budget - Optimised
28/05/2023,ST Revenue,12.23055213,Blended,Social Pinterest ,Actual Budget - Optimised
28/05/2023,ST Revenue,47663.50412,Blended,Shopmium,Actual Budget - Optimised
28/05/2023,ST Revenue,3.29E-11,Blended,Programmatic Video,Actual Budget - Optimised
28/05/2023,ST Revenue,15.11085519,Blended,BVOD,Actual Budget - Optimised
28/05/2023,ST Revenue,83398.80897,Blended,Social Pinterest,Actual Budget - Optimised
04/06/2023,ST Revenue,11.60322483,Blended,TV,Actual Budget - Optimised
04/06/2023,ST Revenue,3.669166194,Blended,Social Pinterest ,Actual Budget - Optimised
04/06/2023,ST Revenue,47663.51286,Blended,Shopmium,Actual Budget - Optimised
